rental_id,country,city,property_type,bedrooms,bathrooms,square_feet,property_age_years,parking_spaces,pets_allowed,furnished,monthly_rent,currency,security_deposit,lease_term_months,tenant_age,monthly_income,employment_type,employment_verified,income_verified,credit_score,rental_history_years,previous_evictions,on_time_payments,late_payments,missed_payments,payment_consistency_score,market_median_rent,days_to_rent_property,local_unemployment_rate,inflation_rate,rent_to_income_ratio,rent_vs_market_ratio,tenant_stability_score,property_desirability_score,default_flag,high_rent_burden,subprime_credit,verification_score,total_late_missed,rent_per_sqft,income_stability,credit_income_interaction,rent_credit_ratio,country_enc,city_enc,property_type_enc,employment_type_enc,currency_enc
RENT_Du004394,Dubai,Jumeirah Beach Residence,Villa,2,2,2338.6,10.1,0,0,0,32986.29,AED,65972.58,6,30,95709.81,Part-time,1,1,692,4.7,1,12,0,0,1,28044.58,10,3.06,3.91,0.345,1.176,0.78,0.783,0,0,0,2,0,14.1051441,23573.84483,662.3118852,47.59926407,0,7,5,3,0
RENT_Me004395,Mexico,Monterrey,House,3,3,1828.9,5.2,1,1,1,28935.51,MXN,57871.02,6,47,67932.41,Full-time Employed,1,1,611,9.1,0,11,0,1,0.917,30828.41,58,3.37,5.52,0.426,0.939,0.744,0.626,0,1,0,2,1,15.82126415,15545.17391,415.0670251,47.2802451,1,10,1,2,1
RENT_Me004396,Mexico,Puebla,House,4,5,1936.9,4.3,1,0,1,23258.11,MXN,46516.22,6,30,52633.75,Retired,1,0,683,0.3,0,10,2,0,0.833,21664.38,24,4.57,4.09,0.442,1.074,0.374,0.851,0,1,0,1,2,12.00790438,9449.506284,359.4885125,34.0030848,1,11,1,4,1
RENT_Du004397,Dubai,Arabian Ranches,House,1,2,1365.5,42.2,1,0,0,24284.58,AED,72853.74,12,18,97659.14,Freelancer,1,0,708,0,0,11,2,0,0.917,21413.7,36,2.12,2.65,0.249,1.134,0.442,0.47,0,0,0,1,2,17.78438667,31301.00641,691.4267112,34.25187588,0,0,1,1,0
RENT_Me004398,Mexico,Cancun,Studio,1,1,683.7,17.2,1,0,0,10953.01,MXN,10953.01,12,30,27273.27,Retired,1,1,566,0.4,0,12,0,0,1,9865.92,7,5.27,5.46,0.402,1.11,0.549,0.605,0,1,1,2,0,16.02019892,4349.803828,154.3667082,19.31747795,1,2,3,4,1
RENT_Me004399,Mexico,Puebla,Villa,1,2,2256.5,27.5,1,0,0,43052.04,MXN,86104.08,12,34,134896.6,Part-time,1,0,680,0.2,1,10,3,0,0.833,48372.56,1,5.25,4.26,0.319,0.89,0.41,0.662,0,0,0,1,3,19.07912253,21583.456,917.29688,63.21885463,1,11,5,3,1
RENT_Du004400,Dubai,Dubai Marina,House,1,3,1248.4,7.7,1,0,0,27486.53,AED,82459.59,36,26,117179.63,Business Owner,1,1,786,0.2,0,9,3,0,0.75,23989.32,26,2.81,3.26,0.235,1.146,0.677,0.669,0,0,0,2,3,22.01740628,30755.8084,921.0318918,34.92570521,0,5,1,0,0
RENT_Du004401,Dubai,Jumeirah Beach Residence,Townhouse,3,5,2196.8,30.5,0,0,0,22428.51,AED,44857.02,12,37,44195.45,Part-time,1,1,681,0.5,0,11,3,0,0.917,20667.31,16,2.43,2.07,0.507,1.085,0.58,0.67,0,1,0,2,3,10.20962764,12884.97085,300.9710145,32.8863783,0,7,4,3,0
RENT_Du004402,Dubai,Business Bay,Penthouse,2,3,2274.5,1.6,1,0,0,38980.59,AED,77961.18,12,22,154269.09,Full-time Employed,1,1,692,0.3,0,10,2,0,0.833,43515.55,7,2.88,1.71,0.253,0.896,0.65,0.854,0,0,0,2,2,17.13809189,39760.07474,1067.542103,56.24904762,0,1,2,2,0
RENT_Du004403,Dubai,Arabian Ranches,Apartment,2,3,1026.6,19.6,0,1,0,14210.96,AED,14210.96,12,21,49329.81,Freelancer,1,1,688,0.6,0,4,6,2,0.333,13556.01,30,3.04,2.91,0.288,1.048,0.641,0.619,1,0,0,2,8,13.84274304,12210.34901,339.3890928,20.62548621,0,0,0,1,0
RENT_Du004404,Dubai,Jumeirah Beach Residence,Studio,0,2,426.3,6.5,2,0,0,6170.39,AED,12340.78,12,37,22079.73,Freelancer,1,1,636,1.8,0,12,0,0,1,7061.09,6,2.54,2.24,0.279,0.874,0.682,0.554,0,0,0,2,0,14.47429041,6237.211864,140.4270828,9.686640502,0,7,3,1,0
RENT_Du004405,Dubai,Arabian Ranches,Apartment,1,2,603.8,10.7,1,0,0,7831.2,AED,23493.6,12,27,14992.91,Part-time,1,1,643,1.1,1,6,3,3,0.5,8936.5,37,2.59,2.07,0.522,0.876,0.597,0.475,1,1,0,2,6,12.96985757,4176.29805,96.4044113,12.16024845,0,0,0,3,0
RENT_Du004406,Dubai,Arabian Ranches,Studio,2,3,703.3,10.1,0,0,0,4925.77,AED,9851.54,12,24,25586.37,Business Owner,1,0,672,1,0,11,0,1,0.917,5025.6,16,2.34,3.22,0.193,0.98,0.503,0.663,0,0,0,1,1,7.003796388,7660.58982,171.9404064,7.319123328,0,0,3,0,0
RENT_Du004407,Dubai,Dubai Marina,House,2,2,1630.3,27,1,0,1,15767.9,AED,31535.8,36,35,51783.03,Full-time Employed,0,1,510,1.5,0,9,3,0,0.75,15632.66,7,3.02,1.36,0.304,1.009,0.429,0.685,0,0,1,1,3,9.6717782,12881.35075,264.093453,30.85694716,0,5,1,2,0
RENT_Du004408,Dubai,Dubai Marina,Studio,0,1,322,45.5,3,0,0,4557.92,AED,9115.84,12,30,13540.57,Full-time Employed,1,1,617,1.6,1,10,0,2,0.833,4077.14,18,2.06,1.67,0.337,1.118,0.639,0.307,0,0,0,2,2,14.15503106,4425.022876,83.5453169,7.375275081,0,5,3,2,0
RENT_Du004409,Dubai,Dubai Marina,Townhouse,0,1,1532.7,3.2,0,0,0,20868.89,AED,62606.67,12,32,46698.14,Freelancer,1,1,560,8.6,1,4,3,5,0.333,19077.15,7,2.6,2.21,0.447,1.094,0.732,0.744,1,1,1,2,8,13.61576956,12971.70556,261.509584,37.19944742,0,5,4,1,0
RENT_Me004410,Mexico,Puebla,Penthouse,3,4,2286.2,11.6,0,0,1,62835.49,MXN,125670.98,24,26,199651.07,Freelancer,0,1,742,0.8,0,11,1,0,0.917,58792.52,35,5.37,5.69,0.315,1.069,0.45,0.698,0,0,0,1,1,27.48468638,31342.39717,1481.410939,84.56997308,1,11,2,1,1
RENT_Du004411,Dubai,DIFC,Apartment,3,5,1023.6,5.2,1,0,0,9968.7,AED,29906.1,24,41,23543.38,Self-employed,1,0,603,1.5,0,11,2,0,0.917,9590.33,7,1.95,2.13,0.423,1.039,0.403,0.88,0,1,0,1,2,9.738862837,7980.80678,141.9665814,16.5044702,0,3,0,5,0
RENT_Me004412,Mexico,Monterrey,Studio,1,2,761.6,9.1,1,0,0,10349.51,MXN,20699.02,24,32,37708.03,Freelancer,1,1,737,2.3,0,11,3,0,0.917,9276.38,1,3.54,5.3,0.274,1.116,0.726,0.713,0,0,0,2,3,13.58916754,8305.73348,277.9081811,14.02372629,1,10,3,1,1
RENT_Du004413,Dubai,Jumeirah Beach Residence,Studio,2,3,886.3,9.4,1,0,0,5195.98,AED,10391.96,24,22,13442.46,Full-time Employed,1,1,466,2.2,0,11,0,1,0.917,5477.65,81,2.54,1.31,0.387,0.949,0.606,0.503,0,0,1,2,1,5.862552183,3797.305085,62.6418636,11.1262955,0,7,3,2,0
RENT_Du004414,Dubai,DIFC,House,2,3,1543.5,17.7,2,1,1,32478.72,AED,64957.44,24,31,63201.01,Part-time,1,1,676,2.1,1,9,3,0,0.75,35373.52,50,3.22,3.38,0.514,0.918,0.642,0.532,0,1,0,2,3,21.04225462,14976.54265,427.2388276,47.97447563,0,3,1,3,0
RENT_Du004415,Dubai,Business Bay,Apartment,2,4,953.3,9.5,1,0,1,14237.84,AED,14237.84,24,31,32326.76,Freelancer,1,0,685,1.2,0,10,1,1,0.833,12636.36,4,2.38,2.51,0.44,1.127,0.408,0.802,0,1,0,1,2,14.93531942,9564.130178,221.438306,20.7548688,0,1,0,1,0
RENT_Me004416,Mexico,Guadalajara,House,0,1,1205.3,6.4,0,0,0,26610.76,MXN,79832.28,12,29,64682.25,Full-time Employed,0,0,806,0.4,0,9,0,3,0.75,26081.09,11,3.89,6.19,0.411,1.02,0.204,0.703,0,1,0,0,3,22.07812163,13227.45399,521.338935,32.97491945,1,6,1,2,1
RENT_Me004417,Mexico,Mexico City,Penthouse,4,4,2603.8,22.8,1,0,0,80379.76,MXN,160759.52,12,27,237409.67,Self-employed,1,1,672,4.7,0,10,2,0,0.833,77699.19,22,5.68,5.03,0.339,1.034,0.775,0.738,0,0,0,2,2,30.87017436,35540.36976,1595.392982,119.4350074,1,9,2,5,1
RENT_Du004418,Dubai,Arabian Ranches,Villa,3,4,2488.3,8.9,2,1,0,51845.2,AED,155535.6,24,28,154716.56,Freelancer,1,1,805,1.8,0,10,2,0,0.833,57533.58,48,1.94,2.7,0.335,0.901,0.694,0.651,0,0,0,2,2,20.83559056,52624.68027,1245.468308,64.32406948,0,0,5,1,0
RENT_Me004419,Mexico,Cancun,Studio,1,1,744.5,8.7,3,0,0,13327.58,MXN,26655.16,24,39,28511.38,Part-time,1,1,508,6.1,0,12,2,0,1,14677.93,36,4.22,5.7,0.467,0.908,0.72,0.536,0,1,1,2,2,17.90138348,5461.950192,144.8378104,26.18385069,1,2,3,3,1
RENT_Me004420,Mexico,Mexico City,House,3,3,1755.5,2.1,1,0,0,47015.91,MXN,94031.82,12,25,91694.63,Self-employed,1,0,750,0.9,0,3,3,6,0.25,53184.11,8,5.74,4.62,0.513,0.884,0.411,0.896,1,1,0,1,9,26.78206209,13604.54451,687.709725,62.60440746,1,9,1,5,1
RENT_Me004421,Mexico,Monterrey,Villa,2,2,2484.8,9.3,0,0,0,49881.02,MXN,99762.04,12,29,203133.59,Business Owner,1,0,598,2.6,0,5,5,2,0.417,55116.1,11,4.25,3.29,0.246,0.905,0.521,0.783,1,0,1,1,7,20.07446072,38692.11238,1214.738868,83.27382304,1,10,5,0,1
RENT_Du004422,Dubai,Jumeirah Beach Residence,Apartment,4,5,1368.4,11.4,0,0,0,7376.31,AED,22128.93,12,18,18098.9,Retired,1,1,777,0,0,12,0,0,1,7151.14,5,2.69,3.84,0.408,1.031,0.583,0.899,0,1,0,2,0,5.390463315,4904.850949,140.628453,9.481118252,0,7,0,4,0
RENT_Du004423,Dubai,Business Bay,Studio,3,4,1009.5,6,0,0,0,6912.75,AED,13825.5,6,36,24955.84,Freelancer,1,0,454,0.2,0,12,3,0,1,7414.9,18,2.7,3.15,0.277,0.932,0.376,0.82,0,0,1,1,3,6.84769688,6744.821622,113.2995136,15.19285714,0,1,3,1,0
RENT_Me004424,Mexico,Monterrey,House,2,3,1525.7,4,2,0,1,28843.25,MXN,28843.25,24,36,114097.92,Freelancer,1,1,712,2.3,0,9,0,3,0.75,26915.67,12,4.76,5.37,0.253,1.072,0.732,0.813,0,0,0,2,3,18.90492889,19808.66667,812.3771904,40.45336606,1,10,1,1,1
RENT_Me004425,Mexico,Puebla,Studio,2,3,978,7.3,1,1,1,14968.95,MXN,44906.85,24,21,45452.27,Retired,1,1,627,0.2,0,3,3,6,0.25,13499.26,31,5.19,4.01,0.329,1.109,0.591,0.69,1,0,0,2,9,15.30567485,7342.854604,284.9857329,23.83590764,1,11,3,4,1
RENT_Du004426,Dubai,Arabian Ranches,Townhouse,4,5,2153,7.6,3,0,1,28024.58,AED,56049.16,36,46,116491.89,Business Owner,0,1,673,0.6,0,10,0,2,0.833,26018.9,11,3.06,2.22,0.241,1.077,0.461,0.894,0,0,0,1,2,13.01652578,28692.58374,783.9904197,41.57949555,0,0,4,0,0
RENT_Du004427,Dubai,Downtown Dubai,Apartment,4,5,1459.6,9.6,1,1,0,19011.28,AED,38022.56,36,18,86469.55,Business Owner,1,1,644,0,0,9,3,0,0.75,19389.42,10,2.07,2.46,0.22,0.98,0.642,0.886,0,0,0,2,3,13.02499315,28165.9772,556.863902,29.47485271,0,4,0,0,0
RENT_Me004428,Mexico,Guadalajara,Studio,1,3,536.6,1.9,0,0,1,8445.45,MXN,25336.35,24,44,67948.89,Business Owner,0,1,769,7.9,1,12,0,0,1,8840.09,7,5.15,5.25,0.124,0.955,0.719,0.663,0,0,0,1,0,15.73881849,11048.6,522.5269641,10.96811688,1,6,3,0,1
RENT_Du004429,Dubai,Business Bay,Villa,0,1,1849.9,22.7,3,0,0,25553.74,AED,51107.48,6,33,83098.35,Business Owner,0,1,673,5.1,0,11,3,0,0.917,28062.18,48,2.5,3.53,0.308,0.911,0.604,0.409,0,0,0,1,3,13.81357911,23742.38571,559.2518955,37.91356083,0,1,5,0,0
RENT_Me004430,Mexico,Cancun,Villa,1,2,2094.2,8.5,2,0,0,39486.41,MXN,39486.41,12,39,127900.89,Business Owner,1,1,604,0.3,0,10,2,0,0.833,41206.84,12,5.46,5.09,0.309,0.958,0.601,0.733,0,0,0,2,2,18.85512845,19798.89938,772.5213756,65.26679339,1,2,5,0,1
RENT_Du004431,Dubai,Downtown Dubai,Villa,0,1,1940.7,12.5,2,0,0,50007.75,AED,100015.5,12,18,190204.66,Full-time Employed,1,1,676,0,0,9,1,2,0.75,47547.25,8,3.19,3.58,0.263,1.052,0.628,0.677,0,0,0,2,3,25.76789303,45394.90692,1285.783502,73.86669129,0,4,5,2,0
RENT_Du004432,Dubai,Business Bay,Apartment,4,4,1457,8.8,0,1,0,8101.59,AED,8101.59,6,22,23591.12,Freelancer,1,0,771,4,0,12,0,0,1,7462.97,47,3.22,2.14,0.343,1.086,0.57,0.706,0,0,0,1,0,5.560459849,5590.312796,181.8875352,10.49428756,0,1,0,1,0
RENT_Du004433,Dubai,Business Bay,Townhouse,3,3,2057.6,29.1,1,0,0,34017.96,AED,68035.92,12,21,186717.33,Business Owner,0,0,674,1.5,0,11,1,0,0.917,37431.33,3,2.1,2.87,0.182,0.909,0.327,0.741,0,0,0,0,1,16.53283437,60231.39677,1258.474804,50.39697778,0,1,4,0,0
RENT_Me004434,Mexico,Monterrey,Studio,2,4,786.8,40.8,1,1,0,11211.28,MXN,22422.56,6,40,31796.74,Retired,1,1,608,5.9,0,9,1,2,0.75,11664.17,4,4.44,3.66,0.353,0.961,0.767,0.616,0,0,0,2,3,14.249212,5844.988971,193.3241792,18.40932677,1,10,3,4,1
RENT_Du004435,Dubai,Dubai Marina,Villa,2,4,2512.2,23.2,1,1,1,39963.41,AED,39963.41,24,22,195193.89,Business Owner,1,1,733,1,0,9,3,0,0.75,34031.18,7,2.14,3.76,0.205,1.174,0.709,0.71,0,0,0,2,3,15.90773426,62163.65924,1430.771214,54.44606267,0,5,5,0,0
RENT_Me004436,Mexico,Monterrey,Studio,0,1,435.4,5.9,1,0,0,12868.7,MXN,25737.4,12,35,49872.03,Full-time Employed,1,1,765,1.2,0,10,0,2,0.833,12635.27,6,3.47,4.72,0.258,1.018,0.697,0.561,0,0,0,2,2,29.55604042,11157.05369,381.5210295,16.79986945,1,10,3,2,1
RENT_Me004437,Mexico,Tijuana,Townhouse,2,2,1733.3,12.2,2,0,0,49891.67,MXN,49891.67,12,40,198265.88,Freelancer,0,1,644,0.8,0,11,1,0,0.917,52742.43,1,4.5,5.15,0.252,0.946,0.458,0.814,0,0,0,1,1,28.78420931,36048.34182,1276.832267,77.35142636,1,12,4,1,1
RENT_Du004438,Dubai,Dubai Marina,Apartment,4,4,1476.4,20.1,1,1,1,14940.04,AED,29880.08,24,34,56001.97,Self-employed,1,1,607,2.4,0,9,0,3,0.75,15493.74,25,2.6,2.18,0.267,0.964,0.704,0.741,0,0,0,2,3,10.11923598,15556.10278,339.9319579,24.57243421,0,5,0,5,0
RENT_Du004439,Dubai,Arabian Ranches,Penthouse,0,1,1908.9,17.5,0,1,0,33662.64,AED,67325.28,12,18,97256.2,Freelancer,1,1,715,0,0,12,1,0,1,33408.72,4,3.16,2.55,0.346,1.008,0.595,0.663,0,0,0,2,1,17.63457489,23378.89423,695.38183,47.01486034,0,0,2,1,0
RENT_Du004440,Dubai,Downtown Dubai,House,3,3,1857.4,5,0,0,0,31611.2,AED,63222.4,12,26,82631.39,Freelancer,1,1,714,3.5,1,4,3,5,0.333,27697.31,17,1.8,2.12,0.383,1.141,0.717,0.832,1,0,0,2,8,17.0190589,29511.21071,589.9881246,44.21146853,0,4,1,1,0
RENT_Du004441,Dubai,Business Bay,Apartment,3,4,1167.4,6,2,0,0,10354.26,AED,10354.26,12,30,45493.72,Full-time Employed,1,0,694,7.5,0,9,0,3,0.75,9697.12,18,3.32,1.44,0.228,1.068,0.649,0.82,0,0,0,1,3,8.869504883,10530.9537,315.7264168,14.89821583,0,1,0,2,0
RENT_Me004442,Mexico,Monterrey,Penthouse,4,5,2344.2,8.4,2,0,0,109426.52,MXN,109426.52,24,43,253494.35,Retired,1,1,746,1.7,0,9,0,3,0.75,124242.97,49,4.33,5.11,0.432,0.881,0.643,0.699,0,1,0,2,3,46.67968603,47559.91557,1891.067851,146.4879786,1,10,2,4,1
RENT_Me004443,Mexico,Monterrey,Villa,2,3,2162.6,3.7,0,1,0,70420.98,MXN,70420.98,24,22,260634.3,Retired,0,1,691,3.1,0,11,2,0,0.917,73104.01,4,3.69,5.26,0.27,0.963,0.553,0.856,0,0,0,1,2,32.56310922,55572.34542,1800.983013,101.764422,1,10,5,4,1
RENT_Me004444,Mexico,Cancun,Penthouse,1,2,2065.6,50,1,1,0,52692.28,MXN,52692.28,12,34,296354.23,Business Owner,0,0,601,1.6,1,2,4,6,0.167,50824.18,201,5.06,5.88,0.178,1.037,0.317,0.35,1,0,0,0,10,25.50943067,48903.33828,1781.088922,87.52870432,1,2,2,0,1
RENT_Du004445,Dubai,Arabian Ranches,Townhouse,4,5,2394.4,16.7,0,0,0,37497.47,AED,37497.47,24,29,92242.09,Full-time Employed,1,1,681,0.8,1,6,3,3,0.5,40564.57,17,2.98,2.83,0.407,0.924,0.592,0.803,1,1,0,2,6,15.66048697,23176.40452,628.1686329,54.98162757,0,0,4,2,0
RENT_Du004446,Dubai,Jumeirah Beach Residence,Townhouse,3,4,2124.8,25,3,0,0,30232.24,AED,60464.48,24,35,85148.4,Retired,1,0,717,3.1,0,9,2,1,0.75,30729.78,27,3.23,2.67,0.355,0.984,0.516,0.648,0,0,0,1,3,14.2282756,20129.64539,610.514028,42.10618384,0,7,4,4,0
RENT_Du004447,Dubai,Downtown Dubai,Villa,2,2,2195,13,1,1,0,34013.32,AED,34013.32,24,26,71079.8,Part-time,1,0,760,8,0,11,1,0,0.917,33274.1,13,2.78,1.62,0.479,1.022,0.579,0.748,0,1,0,1,1,15.49581777,18804.17989,540.20648,44.69555848,0,4,5,3,0
RENT_Du004448,Dubai,Business Bay,Apartment,2,3,936.5,11.2,1,0,0,10265.36,AED,10265.36,12,26,25679.01,Part-time,0,1,705,0.2,0,12,0,0,1,8912.21,28,2.34,2.74,0.4,1.152,0.373,0.667,0,0,0,1,0,10.9614095,7688.326347,181.0370205,14.54016997,0,1,0,3,0
RENT_Me004449,Mexico,Merida,Villa,1,2,2050.2,18.2,2,0,0,50026.8,MXN,100053.6,12,26,119627.34,Retired,1,1,733,0.9,0,11,1,0,0.917,43560.82,14,4.93,5.91,0.418,1.148,0.608,0.658,0,1,0,2,1,24.40093649,20173.24452,876.8684022,68.15640327,1,8,5,4,1
RENT_Du004450,Dubai,Arabian Ranches,Townhouse,2,4,1944.3,40.1,2,0,1,33292.11,AED,66584.22,6,41,141962.73,Retired,1,1,617,0.5,2,4,4,4,0.333,36132.22,57,2.09,2.59,0.235,0.921,0.647,0.415,1,0,0,2,8,17.12292856,45942.63107,875.9100441,53.87072816,0,0,4,4,0
RENT_Du004451,Dubai,Downtown Dubai,Studio,0,1,609.1,8.9,1,0,0,6521.15,AED,19563.45,24,31,18419.26,Retired,0,0,671,2.4,0,11,1,0,0.917,5933.38,44,2.82,1.21,0.354,1.099,0.277,0.403,0,0,0,0,1,10.70620588,4821.795812,123.5932346,9.704092262,0,4,3,4,0
RENT_Du004452,Dubai,Arabian Ranches,Townhouse,2,3,1795.5,8.3,1,1,0,29634.3,AED,29634.3,24,40,98130.89,Retired,0,1,622,1.8,0,11,3,0,0.917,30735.1,11,2.36,1.95,0.302,0.964,0.469,0.79,0,0,0,1,3,16.5047619,29205.62202,610.3741358,47.5670947,0,0,4,4,0
RENT_Me004453,Mexico,Monterrey,Townhouse,2,3,1980.8,2.5,1,0,0,46830.84,MXN,140492.52,12,39,134705.17,Retired,1,1,735,1,0,9,0,3,0.75,48645.65,45,4.9,3.69,0.348,0.963,0.638,0.658,0,0,0,2,3,23.64238691,22831.38475,990.0829995,63.6288587,1,10,4,4,1
RENT_Me004454,Mexico,Tijuana,Townhouse,2,3,1921.3,9.5,1,0,1,22628.66,MXN,45257.32,24,31,76371.22,Full-time Employed,1,1,698,2.3,0,9,0,3,0.75,19717.49,8,4.86,4.1,0.296,1.148,0.71,0.797,0,0,0,2,3,11.77778587,13032.6314,533.0711156,32.37290415,1,12,4,2,1
RENT_Du004455,Dubai,DIFC,House,3,3,1556.8,21.4,1,1,1,21584.75,AED,43169.5,12,28,53348.59,Part-time,0,0,649,1.3,0,12,0,0,1,19494.28,49,2.78,2.1,0.405,1.107,0.203,0.562,0,1,0,0,0,13.86481886,14113.3836,346.2323491,33.20730769,0,3,1,3,0
RENT_Me004456,Mexico,Mexico City,Penthouse,2,3,2202,1.2,1,1,1,121531.22,MXN,243062.44,12,47,288784.8,Freelancer,0,1,633,0,0,6,5,1,0.5,109956.01,10,3.7,3.68,0.421,1.105,0.349,0.842,1,1,0,1,6,55.19128974,61443.57447,1828.007784,191.6896215,1,9,2,1,1
RENT_Du004457,Dubai,Jumeirah Beach Residence,Townhouse,4,5,2213.1,16.7,1,1,1,20779.8,AED,20779.8,12,37,58018.39,Self-employed,1,0,591,4.2,0,10,3,0,0.833,17834.7,48,2.96,3.09,0.358,1.165,0.527,0.649,0,0,1,1,3,9.389453707,14651.10859,342.8886849,35.10101351,0,7,4,5,0
RENT_Du004458,Dubai,Business Bay,Townhouse,1,2,1739.2,36.3,0,1,0,24445.69,AED,73337.07,24,27,107519.16,Freelancer,0,0,653,4.2,0,9,3,0,0.75,25276.06,11,3.08,1.49,0.227,0.967,0.409,0.595,0,0,0,0,3,14.05570952,26352.73529,702.1001148,37.37873089,0,1,4,1,0
RENT_Me004459,Mexico,Tijuana,Townhouse,2,3,1917.4,34.5,1,0,1,39394.01,MXN,39394.01,24,25,122355.29,Business Owner,1,1,648,0.1,0,11,0,1,0.917,35781.79,16,4.26,5.94,0.322,1.101,0.594,0.62,0,0,0,2,1,20.54553562,23261.46198,792.8622792,60.69955316,1,12,4,0,1
RENT_Du004460,Dubai,Downtown Dubai,Villa,2,3,2346.8,5.3,2,1,0,64922.45,AED,129844.9,24,23,376848.79,Business Owner,1,0,711,1,0,11,2,0,0.917,56096.07,51,2.19,1.56,0.172,1.157,0.521,0.61,0,0,0,1,2,27.66424493,118134.4169,2679.394897,91.18321629,0,4,5,0,0
RENT_Me004461,Mexico,Mexico City,House,1,1,1436.3,6.3,0,1,1,42684.16,MXN,128052.48,36,29,145677.74,Self-employed,1,1,654,0.4,0,10,0,2,0.833,48830.04,1,5.53,3.41,0.293,0.874,0.624,0.803,0,0,0,2,2,29.71813688,22308.99541,952.7324196,65.16665649,1,9,1,5,1
RENT_Du004462,Dubai,Arabian Ranches,Townhouse,2,3,1954,8.6,1,0,0,23078.31,AED,46156.62,12,33,95248.67,Self-employed,1,1,575,3.9,0,12,3,0,1,22631.82,4,3.11,3.41,0.242,1.02,0.771,0.822,0,0,1,2,3,11.81080348,23174.85888,547.6798525,40.06651042,0,0,4,5,0
RENT_Me004463,Mexico,Tijuana,Penthouse,2,3,2040.4,21.8,1,0,1,52485.82,MXN,104971.64,12,29,130093.06,Retired,1,1,839,0.5,0,12,2,0,1,57380.99,12,3.22,6.1,0.403,0.915,0.618,0.695,0,1,0,2,2,25.72329935,30827.73934,1091.480773,62.48311905,1,12,2,4,1
RENT_Du004464,Dubai,Arabian Ranches,House,2,2,1623.5,18,1,0,1,22984.29,AED,45968.58,12,39,69759.92,Business Owner,1,1,648,2.9,1,11,0,1,0.917,21335.58,25,2.05,2.3,0.329,1.077,0.703,0.655,0,0,0,2,1,14.15724669,22872.10492,452.0442816,35.41493066,0,0,1,0,0
RENT_Du004465,Dubai,Arabian Ranches,Studio,0,1,408.8,4,1,0,0,5601.85,AED,5601.85,6,28,17272.63,Freelancer,1,1,601,2.4,0,11,1,0,0.917,5987.2,39,2.46,2.02,0.324,0.936,0.674,0.401,0,0,0,2,1,13.70315558,4992.089595,103.8085063,9.305398671,0,0,3,1,0
RENT_Du004466,Dubai,Arabian Ranches,Villa,1,2,2085.8,26.7,3,0,0,46474.84,AED,92949.68,36,35,144552.87,Self-employed,1,0,670,3.1,0,12,1,0,1,47376.36,11,3.18,3.19,0.322,0.981,0.52,0.617,0,0,0,1,1,22.28154185,34582.02632,968.504229,69.26205663,0,0,5,5,0
RENT_Me004467,Mexico,Puebla,Townhouse,2,2,1958.1,21.4,0,0,0,27983.64,MXN,55967.28,24,45,110349.87,Full-time Employed,1,0,796,4.1,0,12,0,0,1,31951.45,12,4.88,6.18,0.254,0.876,0.624,0.697,0,0,0,1,0,14.29122108,18766.98469,878.3849652,35.11121706,1,11,4,2,1
RENT_Me004468,Mexico,Puebla,Townhouse,2,3,2020.5,10.6,0,0,0,34839.77,MXN,104519.31,12,30,117196.77,Freelancer,0,1,743,10.4,0,11,1,0,0.917,32654.65,50,4.63,6.1,0.297,1.067,0.626,0.58,0,0,0,1,1,17.24314279,20816.4778,870.7720011,46.82764785,1,11,4,1,1
RENT_Me004469,Mexico,Mexico City,Studio,2,2,992.5,31.3,2,0,1,15225.34,MXN,45676.02,12,38,52482.94,Self-employed,0,0,703,6.2,0,9,3,0,0.75,13001.2,6,4.81,5.39,0.29,1.171,0.42,0.668,0,0,0,0,3,15.34039295,9033.208262,368.9550682,21.62690341,1,9,3,5,1
RENT_Me004470,Mexico,Tijuana,Studio,3,3,878.6,21.8,0,1,0,13194.78,MXN,13194.78,12,22,38015.86,Retired,1,1,670,2.2,0,12,2,0,1,13271.58,14,5.77,5.33,0.347,0.994,0.672,0.698,0,0,0,2,2,15.01796039,5615.341211,254.706262,19.66435171,1,12,3,4,1
RENT_Du004471,Dubai,DIFC,Penthouse,1,1,1867.4,3.5,3,1,1,50554.67,AED,101109.34,12,42,227915.31,Self-employed,0,0,613,0.6,0,4,4,4,0.333,50062.78,13,2.1,2.59,0.222,1.01,0.258,0.761,1,0,0,0,8,27.07222341,73521.06774,1397.12085,82.33659609,0,3,2,5,0
RENT_Me004472,Mexico,Guadalajara,Townhouse,1,2,1799.1,36.8,1,0,1,31134.78,MXN,93404.34,24,25,145601.76,Business Owner,1,1,671,0.3,0,12,0,0,1,31617.62,30,3.63,4.1,0.214,0.985,0.661,0.5,0,0,0,2,0,17.30575288,31447.46436,976.9878096,46.33151786,1,6,4,0,1
RENT_Du004473,Dubai,Downtown Dubai,Penthouse,2,3,2147.9,21.4,1,0,1,47561.22,AED,47561.22,12,39,101763.73,Part-time,1,1,644,6.7,0,11,3,0,0.917,45366.05,1,2.8,1.24,0.467,1.048,0.752,0.752,0,1,0,2,3,22.14312584,26779.92895,655.3584212,73.73832558,0,4,2,3,0
RENT_Me004474,Mexico,Puebla,Penthouse,0,1,1793.5,20.4,0,1,0,69021.19,MXN,138042.38,36,21,271449.36,Retired,1,1,553,1.6,0,9,2,1,0.75,59590.09,12,3.65,4.99,0.254,1.158,0.666,0.604,0,0,1,2,3,38.48407583,58376.20645,1501.114961,124.5869856,1,11,2,4,1
