applicant_id,age,employment_status,monthly_income,employment_verified,income_verified,credit_score,rental_history_years,previous_evictions,late_payments_count,missed_payments_count,on_time_payments_percent,property_type,bedrooms,bathrooms,square_feet,property_age_years,furnished,pets_allowed,parking,monthly_rent,security_deposit,market_median_rent,lease_term_months,city,local_unemployment_rate,inflation_rate,default_flag
APP009664,37,Unemployed,5000,1,1,752,5,1,2,1,93.0,Apartment,1,1,557,30,0,1,1,17540,51324,25000,12,Pune,4.0,3.9,0
APP009665,27,Full-time,26759,1,1,725,3,0,1,1,91.5,Townhouse,4,3,1819,41,0,0,1,40324,98833,22000,12,Hyderabad,5.2,4.3,1
APP009666,50,Full-time,10507,0,0,596,13,0,17,11,81.8,Apartment,2,1,621,50,0,1,0,23740,62757,32000,12,Bangalore,7.4,3.5,0
APP009667,33,Full-time,67006,1,1,830,12,0,0,0,100.0,Townhouse,2,1,860,5,1,1,2,22257,46089,32000,6,Bangalore,4.8,5.1,0
APP009668,30,Full-time,21330,1,1,756,5,0,2,1,93.6,House,3,3,1063,68,0,1,1,27111,59727,28000,11,Delhi,5.4,5.3,0
APP009669,23,Full-time,75605,1,1,802,3,0,0,0,98.2,House,2,2,1122,5,0,1,1,46594,110975,32000,12,Bangalore,4.4,5.1,1
APP009670,38,Full-time,20455,1,1,559,8,0,11,7,79.3,Apartment,2,1,856,6,1,0,1,21274,63048,25000,24,Pune,5.0,5.1,0
APP009671,37,Full-time,16026,0,1,601,10,0,12,8,82.2,Apartment,2,2,721,23,0,1,2,21261,55391,35000,12,Mumbai,8.1,6.0,0
APP009672,39,Full-time,12832,1,1,743,12,0,6,4,92.5,House,3,2,1424,6,0,1,0,47215,102599,32000,12,Bangalore,7.9,6.6,1
APP009673,22,Full-time,9550,1,1,776,2,0,0,0,94.8,Apartment,2,1,491,22,1,0,1,9160,22268,18000,12,Kolkata,3.9,3.1,0
APP009674,18,Full-time,92308,1,1,780,0,0,0,0,97.0,Apartment,3,2,1267,9,0,1,2,32368,65409,25000,24,Pune,7.8,4.8,0
APP009675,42,Full-time,57729,1,1,754,19,0,7,5,94.3,Apartment,1,2,300,6,1,1,1,8000,20428,25000,12,Pune,4.7,3.6,0
APP009676,52,Full-time,40175,1,1,599,16,0,20,13,82.6,Studio,0,1,300,5,0,0,1,8000,18384,25000,12,Pune,3.9,3.6,1
APP009677,22,Contract,70873,1,1,637,2,0,2,1,86.1,Apartment,2,1,645,3,1,1,0,29243,81912,35000,12,Mumbai,7.6,5.5,0
APP009678,54,Self-employed,18916,0,1,552,11,0,16,11,78.7,Apartment,2,2,789,73,0,1,1,29808,83063,35000,12,Mumbai,3.3,5.9,0
APP009679,38,Self-employed,17860,1,1,668,7,0,6,4,87.2,House,2,1,984,4,0,1,2,18095,48993,22000,12,Hyderabad,4.8,3.6,0
APP009680,34,Part-time,19907,1,1,664,5,0,4,3,86.9,Studio,0,1,300,61,0,1,0,8000,16719,20000,12,Chennai,5.8,4.0,0
APP009681,30,Unemployed,5203,1,1,744,10,0,5,3,92.4,Apartment,2,1,745,1,0,0,2,22228,60477,35000,12,Mumbai,5.6,6.1,0
APP009682,18,Unemployed,15275,1,1,722,0,0,0,0,91.0,Apartment,2,1,884,7,1,0,2,23024,49311,22000,12,Hyderabad,4.1,4.6,0
APP009683,46,Self-employed,207463,0,0,762,10,0,1,0,98.2,Townhouse,5,2,1704,14,0,1,0,45856,114680,22000,24,Hyderabad,5.3,5.8,1
APP009684,25,Part-time,35132,0,0,678,6,0,5,3,88.3,Condo,3,2,1263,24,0,1,0,33998,86340,28000,12,Delhi,4.4,5.5,0
APP009685,25,Full-time,44066,1,1,604,3,1,3,2,83.1,House,2,1,495,17,0,1,0,10461,25126,20000,12,Chennai,4.8,3.7,0
APP009686,46,Full-time,37558,1,1,795,14,0,3,2,96.8,Apartment,1,2,377,15,0,0,0,10599,23140,32000,12,Bangalore,5.4,4.8,0
APP009687,18,Full-time,98419,1,1,749,0,0,0,0,94.8,Townhouse,4,2,1207,28,0,0,1,35501,77392,32000,12,Bangalore,6.0,3.3,1
APP009688,18,Part-time,19029,0,0,724,0,0,0,0,91.3,House,4,3,1721,5,1,1,1,53405,158215,28000,12,Delhi,6.3,4.5,1
APP009689,34,Full-time,51228,0,0,736,11,0,5,3,92.8,House,3,3,1505,15,0,0,1,37698,93625,20000,12,Chennai,5.7,3.3,0
APP009690,38,Self-employed,17957,1,1,713,16,0,11,7,90.4,Condo,4,2,1942,12,0,0,0,73637,180362,35000,12,Mumbai,7.5,5.6,0
APP009691,40,Full-time,26805,0,0,528,16,0,26,17,77.2,Apartment,2,1,300,6,0,0,1,8319,20232,25000,11,Pune,3.3,3.8,0
APP009692,31,Full-time,49003,1,1,731,11,0,5,3,92.4,House,2,1,786,15,1,1,2,23319,63808,35000,12,Mumbai,6.5,6.1,0
APP009693,65,Full-time,74074,1,1,621,30,0,32,21,85.0,Studio,0,1,300,74,0,0,0,8000,16448,22000,11,Hyderabad,6.0,5.0,1
APP009694,32,Part-time,16216,0,0,651,10,0,10,6,85.9,Apartment,1,1,300,10,0,1,2,8313,22121,32000,12,Bangalore,4.4,4.2,0
APP009695,32,Full-time,48524,1,1,776,11,0,3,2,95.7,Condo,2,1,416,65,0,0,1,11630,28148,28000,11,Delhi,7.9,5.9,1
APP009696,25,Full-time,19673,0,1,656,5,0,4,3,86.3,Apartment,1,1,300,0,0,0,1,8219,22411,25000,12,Pune,8.0,4.0,0
APP009697,36,Part-time,23414,0,0,703,7,0,5,3,89.8,House,3,3,1097,6,0,1,1,48906,138041,35000,12,Mumbai,7.2,3.0,1
APP009698,42,Contract,59772,1,1,523,11,0,17,11,77.5,House,2,1,645,8,1,1,0,26245,67283,35000,6,Mumbai,4.1,4.6,0
APP009699,49,Full-time,37405,1,1,689,13,1,10,6,89.1,House,3,2,1124,5,1,0,1,37451,109063,35000,24,Mumbai,3.8,3.9,0
APP009700,18,Full-time,33191,1,1,596,0,0,0,0,82.3,Apartment,3,3,682,43,0,0,2,12799,29485,22000,24,Hyderabad,5.4,5.0,0
APP009701,32,Self-employed,24829,0,0,564,5,0,7,4,79.7,Apartment,2,1,1047,29,1,0,1,36521,88952,35000,12,Mumbai,5.4,3.7,0
APP009702,40,Part-time,13828,1,1,669,10,0,9,6,87.1,Apartment,2,1,583,9,0,1,2,15235,32047,25000,12,Pune,5.5,3.3,0
APP009703,42,Full-time,81932,1,1,681,18,0,13,9,89.5,Condo,3,3,898,14,0,0,1,23797,61415,32000,12,Bangalore,4.0,4.4,1
APP009704,35,Full-time,26265,1,0,639,8,0,8,5,85.2,Apartment,2,1,887,0,1,1,0,39986,80721,35000,24,Mumbai,7.7,5.0,0
APP009705,41,Contract,30301,1,1,634,8,0,8,5,85.0,House,2,1,464,0,1,1,1,18061,39480,32000,12,Bangalore,3.3,5.6,1
APP009706,25,Unemployed,5000,1,0,704,3,0,2,1,89.5,House,2,2,889,6,0,1,0,31281,64628,35000,6,Mumbai,4.2,6.1,0
APP009707,53,Full-time,35345,0,0,785,11,0,3,2,96.1,Townhouse,2,1,674,3,0,0,2,18514,42307,22000,12,Hyderabad,8.0,5.7,0
APP009708,46,Full-time,66094,0,0,824,24,0,0,0,99.6,Apartment,1,2,488,59,0,0,0,17576,49465,35000,36,Mumbai,5.4,4.9,0
APP009709,18,Full-time,18533,1,0,729,0,0,0,0,91.6,Condo,2,1,859,6,0,0,0,15723,37612,22000,24,Hyderabad,5.6,5.8,0
APP009710,22,Part-time,10245,1,1,782,2,0,0,0,95.3,House,3,2,1059,56,0,0,1,33397,77336,35000,12,Mumbai,3.0,4.0,0
APP009711,22,Full-time,89518,1,1,745,1,0,0,0,94.3,Apartment,1,1,436,0,1,1,2,13844,36629,25000,12,Pune,7.6,5.1,1
APP009712,43,Full-time,26395,0,0,669,16,1,14,9,87.4,House,3,3,1002,8,0,1,0,26835,69346,32000,24,Bangalore,5.1,4.9,0
APP009713,19,Full-time,60423,1,0,626,0,0,0,0,85.0,Apartment,1,1,341,16,1,1,1,8000,23169,22000,12,Hyderabad,5.5,3.4,0
APP009714,31,Part-time,13651,1,1,688,7,0,5,3,88.5,Condo,5,3,1884,20,0,1,1,70539,189357,35000,12,Mumbai,5.0,6.4,1
APP009715,40,Full-time,23016,1,1,750,17,0,8,5,93.2,Condo,2,1,997,17,1,0,1,39324,111997,35000,12,Mumbai,6.3,6.7,0
APP009716,34,Full-time,140023,1,0,594,14,0,15,10,84.5,Condo,3,3,1144,14,0,0,1,32698,70132,28000,12,Delhi,8.1,4.5,0
APP009717,38,Part-time,16138,0,0,747,15,0,7,5,92.9,House,2,1,829,35,0,1,1,18422,38875,22000,12,Hyderabad,7.5,4.9,1
APP009718,22,Self-employed,48757,0,0,784,2,0,0,0,96.3,Studio,0,1,300,8,0,0,1,11528,29623,32000,12,Bangalore,2.8,3.3,0
APP009719,42,Self-employed,30418,0,0,709,10,0,6,4,90.4,Condo,4,3,1985,4,0,0,1,74669,160866,35000,12,Mumbai,5.8,3.3,1
APP009720,27,Full-time,32491,1,1,741,4,0,2,1,92.8,Condo,2,2,897,28,0,0,0,40448,111015,35000,12,Mumbai,3.8,6.4,0
APP009721,31,Part-time,38644,1,1,732,10,0,5,3,92.3,House,4,2,1946,5,1,0,0,55199,162377,35000,11,Mumbai,7.5,5.7,0
APP009722,37,Contract,24657,1,1,696,10,0,7,5,89.3,Apartment,2,1,706,14,1,1,2,12634,34932,22000,36,Hyderabad,7.7,4.9,0
APP009723,36,Contract,17341,1,1,497,15,0,27,18,74.7,Apartment,2,1,837,23,1,0,0,28934,62156,35000,11,Mumbai,7.8,3.5,0
APP009724,35,Full-time,30669,1,1,786,11,0,3,2,96.0,Apartment,1,1,300,7,1,0,1,8000,22613,20000,11,Chennai,5.2,6.5,1
APP009725,25,Full-time,37602,1,1,720,2,0,1,0,91.4,Townhouse,5,3,2236,1,0,1,1,89484,233028,35000,12,Mumbai,8.5,5.8,0
APP009726,31,Contract,23257,1,1,621,10,0,11,7,83.9,Apartment,2,1,878,16,0,0,0,26879,75060,35000,36,Mumbai,3.6,6.4,1
APP009727,35,Full-time,24567,0,1,664,13,0,12,8,87.0,Apartment,1,1,438,8,1,0,1,11256,29440,28000,11,Delhi,6.3,3.3,0
APP009728,18,Self-employed,15355,1,1,745,0,0,0,0,92.7,Apartment,2,1,589,3,0,0,0,10810,21672,22000,24,Hyderabad,4.6,6.4,0
APP009729,29,Contract,22431,1,1,653,7,0,6,4,86.2,Condo,5,2,2101,0,0,1,2,59285,158649,32000,11,Bangalore,7.2,3.0,1
APP009730,39,Part-time,7593,1,1,836,15,0,0,0,99.1,Apartment,2,2,964,29,0,1,0,20130,50608,22000,24,Hyderabad,4.0,6.4,1
APP009731,19,Part-time,10145,0,1,697,0,0,0,0,89.1,House,2,2,950,13,1,0,2,28628,58823,32000,12,Bangalore,5.8,4.9,1
APP009732,48,Full-time,58135,1,1,599,9,0,10,7,83.0,Condo,3,2,1501,7,0,1,2,61652,154814,32000,12,Bangalore,8.0,6.4,1
APP009733,50,Full-time,68628,1,1,556,12,0,17,11,80.1,Apartment,1,1,362,9,1,0,1,8000,17998,20000,24,Chennai,7.9,5.8,0
APP009734,20,Part-time,18613,1,1,742,0,0,0,0,92.6,House,5,2,2003,0,0,0,0,47613,120735,28000,36,Delhi,4.4,6.0,1
APP009735,51,Self-employed,13233,1,1,806,11,0,2,1,97.1,Apartment,2,1,831,15,0,1,1,15935,40781,20000,12,Chennai,7.0,4.3,1
APP009736,33,Full-time,27212,1,1,729,13,0,7,5,91.8,Apartment,2,2,627,0,0,1,0,12492,30903,22000,12,Hyderabad,6.4,6.0,1
APP009737,40,Full-time,72149,0,1,761,7,0,2,1,95.1,Apartment,1,1,431,2,0,1,1,15443,37399,28000,12,Delhi,5.1,6.1,1
APP009738,29,Full-time,47665,1,1,694,5,0,3,2,89.7,House,4,2,1669,0,0,1,1,58632,138021,28000,12,Delhi,8.0,6.9,1
APP009739,46,Part-time,8941,0,1,759,11,0,5,3,93.6,Apartment,1,1,309,5,0,1,2,8000,22181,28000,36,Delhi,2.7,6.2,0
APP009740,39,Full-time,58980,1,1,775,15,0,4,2,95.9,House,2,1,1183,18,0,1,1,32059,74224,25000,12,Pune,6.0,3.2,1
APP009741,25,Full-time,28952,1,1,740,2,0,1,0,92.6,House,3,2,1551,0,0,1,1,49513,119873,35000,24,Mumbai,7.3,4.8,0
APP009742,21,Full-time,24953,1,1,732,1,0,0,0,92.0,House,4,2,1724,27,0,1,1,49881,108521,35000,11,Mumbai,5.2,4.8,0
APP009743,18,Self-employed,39761,0,1,831,0,0,0,0,99.5,Apartment,2,1,1086,12,0,1,2,47662,134177,35000,24,Mumbai,5.2,6.8,1
APP009744,37,Full-time,34360,1,1,770,13,0,4,3,94.9,Townhouse,4,2,1471,3,1,0,1,49088,120673,32000,11,Bangalore,6.2,3.7,1
APP009745,41,Full-time,103884,0,0,724,12,0,5,3,93.1,Apartment,3,2,1402,8,0,0,2,35628,91431,28000,11,Delhi,5.7,4.6,0
APP009746,42,Full-time,55353,1,1,663,12,0,10,7,87.6,Apartment,2,2,785,9,0,1,2,14252,41044,18000,12,Kolkata,6.7,4.2,1
APP009747,33,Self-employed,31271,1,1,779,12,0,3,2,95.5,Apartment,1,2,300,18,0,0,1,9001,22774,32000,11,Bangalore,5.0,6.3,0
APP009748,21,Full-time,53008,1,1,574,2,0,2,1,81.1,Apartment,2,1,810,9,0,1,0,11916,23993,18000,12,Kolkata,7.8,5.9,0
APP009749,26,Full-time,21148,1,1,716,3,0,2,1,90.7,Apartment,2,1,716,0,0,0,2,22979,47743,28000,36,Delhi,3.9,6.7,1
APP009750,48,Full-time,92403,1,1,641,19,1,17,11,86.8,Townhouse,2,2,946,0,0,0,1,33736,80245,32000,12,Bangalore,8.1,4.7,1
APP009751,29,Full-time,45828,1,1,634,6,0,6,4,85.3,Condo,3,2,1315,29,1,1,0,39665,79847,35000,12,Mumbai,3.2,3.3,0
APP009752,36,Part-time,71068,1,1,559,13,0,18,12,80.4,Apartment,2,1,428,0,1,0,1,8000,19514,18000,24,Kolkata,6.2,4.0,0
APP009753,22,Full-time,23454,1,1,729,1,0,0,0,91.7,House,5,2,2461,0,1,1,1,37369,80566,18000,12,Kolkata,2.8,3.1,0
APP009754,39,Contract,8991,1,1,642,10,0,10,7,85.1,House,3,3,1316,0,0,0,2,33253,77798,22000,12,Hyderabad,4.5,4.8,0
APP009755,29,Self-employed,28444,1,1,745,8,0,4,2,93.0,Apartment,2,1,856,1,1,0,1,15142,39268,18000,11,Kolkata,3.3,3.1,0
APP009756,47,Self-employed,9022,0,0,692,11,0,8,5,88.7,Condo,3,3,1313,1,0,1,1,33455,67192,22000,12,Hyderabad,2.9,6.6,1
APP009757,44,Full-time,144706,1,0,633,21,0,19,12,87.4,Apartment,1,1,624,3,1,0,1,21163,46284,32000,11,Bangalore,7.1,5.7,1
APP009758,29,Full-time,34969,1,1,598,8,0,10,6,82.4,House,3,3,942,24,0,0,1,37797,112395,32000,11,Bangalore,8.2,3.7,0
APP009759,33,Part-time,8300,0,0,722,4,0,2,1,90.9,Condo,2,2,755,27,0,0,2,19756,54604,28000,24,Delhi,2.9,3.2,0
APP009760,28,Full-time,25394,1,1,762,6,0,2,1,94.2,Apartment,2,1,815,2,0,1,1,22971,60300,28000,11,Delhi,6.7,6.5,0
APP009761,18,Full-time,13656,1,1,732,0,1,0,0,91.7,Studio,0,1,300,23,0,0,0,10360,28668,32000,12,Bangalore,6.6,3.9,0
APP009762,24,Full-time,20634,1,1,770,2,1,0,0,94.6,Apartment,3,2,1408,10,0,1,1,50986,138867,32000,12,Bangalore,4.0,4.8,0
APP009763,37,Full-time,98153,1,1,762,8,0,2,1,95.8,Condo,5,2,1966,26,1,0,0,48124,119901,22000,12,Hyderabad,4.1,6.0,0
APP009764,38,Full-time,48995,1,1,586,17,0,22,14,81.9,Apartment,1,1,348,37,1,1,1,9567,22036,25000,12,Pune,6.3,4.5,1
APP009765,36,Full-time,51480,1,1,652,12,0,11,7,86.7,House,3,3,1134,5,1,0,0,49068,128889,35000,12,Mumbai,5.9,3.7,0
APP009766,31,Full-time,44059,1,1,681,5,0,4,2,88.7,Apartment,2,1,424,36,0,0,1,9030,25492,18000,24,Kolkata,4.7,4.4,0
APP009767,46,Contract,31171,1,1,726,14,0,8,5,91.7,House,4,3,1478,26,0,1,1,46604,131560,28000,12,Delhi,5.6,3.6,1
APP009768,35,Self-employed,13655,0,0,736,5,0,2,1,92.0,Apartment,1,1,529,25,0,0,1,13579,36960,25000,12,Pune,3.4,5.2,0
APP009769,43,Full-time,43239,1,1,686,17,1,13,8,89.0,Apartment,2,1,662,6,0,1,1,19967,52002,35000,12,Mumbai,2.7,5.5,0
APP009770,18,Self-employed,132665,1,1,512,0,1,0,0,78.4,Apartment,2,1,969,19,0,0,1,17060,37050,20000,12,Chennai,5.2,3.7,1
APP009771,18,Unemployed,12890,1,1,635,0,0,0,0,84.6,Apartment,2,1,762,11,1,1,0,30533,74534,35000,12,Mumbai,6.9,3.7,0
APP009772,38,Part-time,22759,1,1,767,6,0,2,1,94.5,Townhouse,2,2,624,44,0,1,2,15399,35000,28000,12,Delhi,3.6,4.6,1
APP009773,18,Self-employed,28371,0,0,771,0,0,0,0,94.9,House,2,2,779,27,0,0,1,13260,32108,20000,6,Chennai,8.1,5.0,0
APP009774,32,Full-time,23068,0,0,769,8,0,3,2,94.6,Apartment,2,2,636,21,0,0,1,23971,52946,32000,12,Bangalore,6.7,6.5,0
APP009775,31,Unemployed,55836,0,1,623,10,0,10,7,84.7,House,5,2,2036,12,1,1,1,64276,129739,35000,11,Mumbai,5.2,3.6,0
APP009776,54,Full-time,58158,1,1,578,14,0,18,12,81.5,House,3,2,1277,14,0,0,2,45681,101536,28000,12,Delhi,5.5,4.5,0
APP009777,39,Self-employed,33374,1,1,628,15,0,16,11,84.6,House,2,1,734,3,1,1,1,18805,39891,28000,12,Delhi,3.0,5.8,0
APP009778,36,Full-time,31808,1,1,633,10,0,10,7,84.9,House,3,3,927,53,0,0,1,19189,50867,25000,12,Pune,7.2,5.7,0
APP009779,45,Full-time,21447,1,0,698,16,0,12,8,89.4,Apartment,2,2,1152,26,0,1,1,31455,67299,22000,12,Hyderabad,8.5,6.1,0
APP009780,39,Full-time,92476,1,1,729,12,0,5,3,93.2,House,2,1,792,11,0,1,0,35040,84748,35000,12,Mumbai,7.8,5.0,0
APP009781,29,Full-time,42371,0,0,680,4,0,3,2,88.6,Apartment,3,2,1176,20,1,1,0,53030,154216,35000,12,Mumbai,6.9,3.9,0
APP009782,47,Self-employed,46534,1,1,609,11,0,13,8,83.5,House,5,2,2115,0,0,0,1,55520,157733,28000,12,Delhi,2.6,6.7,1
APP009783,21,Contract,14914,1,1,753,2,0,0,0,93.3,Apartment,2,1,1003,10,0,0,1,21662,44826,22000,11,Hyderabad,5.1,6.9,1
APP009784,38,Full-time,50083,1,1,703,15,0,10,6,90.4,Apartment,2,2,953,4,0,1,1,27033,55276,22000,24,Hyderabad,7.3,4.5,1
APP009785,18,Part-time,17861,0,1,523,0,1,0,0,76.6,Apartment,2,1,882,23,0,1,1,15621,46578,22000,12,Hyderabad,7.3,5.4,0
APP009786,37,Self-employed,41002,0,0,723,14,0,8,5,91.7,House,3,2,1119,46,0,0,0,29484,72656,32000,12,Bangalore,3.9,6.7,0
APP009787,37,Full-time,30267,0,1,718,15,1,9,6,91.1,Apartment,1,1,554,5,0,0,0,19513,46844,35000,36,Mumbai,7.0,5.1,1
APP009788,55,Unemployed,6805,0,1,813,17,0,3,2,97.5,Apartment,1,1,300,9,1,0,1,12270,29122,32000,12,Bangalore,5.6,6.9,0
APP009789,18,Full-time,49150,1,1,631,0,0,0,0,85.2,House,2,1,629,8,0,0,2,14717,39774,22000,12,Hyderabad,4.5,5.2,0
APP009790,27,Contract,17560,1,0,739,6,0,3,2,92.3,Studio,0,1,300,14,0,0,1,8000,23238,18000,11,Kolkata,4.1,4.0,0
APP009791,44,Unemployed,5000,1,1,586,10,1,13,9,80.9,Studio,0,1,300,20,0,1,0,11449,25496,32000,12,Bangalore,7.7,3.1,1
APP009792,39,Full-time,12617,1,1,614,15,0,18,12,83.1,House,3,2,1380,2,0,0,1,43990,89313,28000,12,Delhi,6.4,4.5,0
APP009793,37,Contract,33513,0,1,592,9,0,11,7,82.0,Townhouse,4,2,1385,16,1,0,1,34625,93139,20000,12,Chennai,7.8,3.4,0
APP009794,23,Part-time,23446,0,0,761,2,0,0,0,94.0,House,2,2,862,3,1,1,0,27226,65871,32000,12,Bangalore,4.6,5.8,0
APP009795,27,Self-employed,18192,1,1,673,4,1,3,2,87.5,Apartment,2,1,1009,2,1,1,1,36101,94311,32000,36,Bangalore,4.0,4.6,1
APP009796,49,Full-time,16881,1,1,737,14,0,7,5,92.2,House,3,3,1219,8,1,1,2,48984,111521,35000,6,Mumbai,8.1,5.7,0
APP009797,34,Self-employed,31166,1,1,776,8,1,2,1,95.3,House,5,2,1852,1,0,0,1,39439,78911,22000,11,Hyderabad,8.2,6.9,1
APP009798,39,Part-time,26861,0,0,764,15,0,6,4,94.3,Condo,3,3,1175,21,1,1,1,30688,63435,22000,24,Hyderabad,3.0,3.5,0
APP009799,33,Full-time,13251,1,0,613,10,0,12,8,83.1,Apartment,2,2,897,10,0,0,1,29222,79127,35000,11,Mumbai,8.0,4.5,0
APP009800,20,Full-time,27429,1,1,743,0,0,0,0,92.8,Apartment,1,1,432,9,0,1,2,8188,20639,18000,12,Kolkata,6.9,5.7,0
APP009801,46,Part-time,35537,0,0,719,17,0,10,7,91.3,Apartment,2,2,1066,32,0,1,1,35903,92111,35000,12,Mumbai,3.3,6.1,0
APP009802,41,Full-time,22789,1,1,774,13,0,4,3,95.0,House,4,3,1995,15,1,0,0,67893,168339,32000,36,Bangalore,3.4,6.0,0
APP009803,62,Contract,21746,1,1,790,24,0,6,4,96.1,Condo,2,1,561,3,1,0,1,12939,36448,20000,11,Chennai,5.0,4.8,0
APP009804,22,Full-time,55676,1,1,680,3,0,2,1,88.9,House,5,3,2007,88,0,0,0,54846,142431,32000,24,Bangalore,6.8,6.7,0
APP009805,44,Contract,27818,1,1,773,8,0,2,1,95.0,Townhouse,5,3,1973,0,0,0,1,76699,197000,35000,36,Mumbai,2.5,3.2,0
APP009806,19,Full-time,46659,0,0,649,0,0,0,0,86.4,Apartment,1,2,300,22,0,1,1,8000,19506,18000,12,Kolkata,5.1,5.5,1
APP009807,36,Contract,51094,1,1,755,6,0,2,1,94.2,Apartment,2,1,891,5,1,1,0,15858,33678,18000,12,Kolkata,4.4,5.7,0
APP009808,46,Self-employed,79733,0,0,592,14,0,17,11,83.0,Apartment,1,2,747,2,0,0,1,19848,45863,28000,12,Delhi,3.8,3.4,0
APP009809,18,Full-time,71324,1,1,648,0,0,0,0,86.9,House,3,2,1130,8,0,0,1,40691,115474,32000,36,Bangalore,4.0,5.0,0
APP009810,32,Part-time,55444,0,0,785,5,0,1,0,96.5,Apartment,2,1,740,7,0,1,0,22675,53650,32000,24,Bangalore,2.9,3.6,0
APP009811,28,Full-time,117979,1,1,598,4,0,4,3,84.3,Townhouse,2,2,733,73,1,0,1,19868,51941,28000,12,Delhi,6.4,6.3,0
APP009812,26,Full-time,52697,0,0,582,6,0,7,5,81.7,Studio,0,1,300,14,1,0,1,8000,16973,25000,6,Pune,4.6,4.5,0
APP009813,39,Full-time,39617,1,1,757,14,1,5,3,94.1,Apartment,2,1,1073,19,0,0,1,25282,52136,25000,12,Pune,8.0,4.5,1
APP009814,48,Full-time,31536,1,1,792,11,0,2,1,96.5,Condo,3,2,978,12,0,0,2,39102,80782,35000,12,Mumbai,5.6,6.1,0
APP009815,33,Unemployed,5000,1,1,718,9,0,6,4,90.5,Townhouse,5,2,1827,32,0,1,1,50187,109447,25000,24,Pune,7.2,5.5,0
APP009816,37,Full-time,12869,1,1,588,10,0,13,9,81.2,Condo,3,2,1057,3,0,1,0,17505,36591,18000,12,Kolkata,4.9,5.5,0
APP009817,36,Full-time,26822,1,1,703,15,0,10,7,89.9,House,2,1,910,34,0,1,0,22138,55566,25000,12,Pune,7.8,3.5,1
APP009818,35,Full-time,72932,0,0,688,8,0,5,3,89.8,House,4,3,1630,5,1,0,1,41566,92738,25000,12,Pune,5.5,4.5,1
APP009819,21,Unemployed,5000,1,1,806,2,0,0,0,96.9,Apartment,1,1,300,2,0,1,1,9196,26807,28000,24,Delhi,6.1,6.7,1
APP009820,48,Full-time,84676,0,0,773,22,0,5,3,96.3,House,2,2,838,1,1,0,2,22394,64295,28000,11,Delhi,7.9,4.2,0
APP009821,38,Full-time,35688,1,1,555,13,0,19,12,79.3,Apartment,2,1,439,5,1,1,1,13187,30058,28000,12,Delhi,5.3,3.6,0
APP009822,39,Part-time,35234,1,1,616,13,0,15,10,83.8,House,3,2,1140,1,1,0,0,46809,96200,32000,12,Bangalore,4.4,3.5,0
APP009823,25,Contract,58290,1,1,665,5,0,4,2,87.8,Condo,2,2,1052,5,0,0,0,34814,79891,28000,12,Delhi,6.6,3.7,0
APP009824,29,Self-employed,22102,1,1,698,5,0,3,2,89.4,Townhouse,3,3,1364,16,0,1,1,41580,114238,32000,36,Bangalore,4.2,5.0,0
APP009825,32,Part-time,52168,0,0,745,10,0,4,3,93.5,Apartment,2,1,847,2,0,0,2,13825,36513,20000,6,Chennai,4.7,3.9,0
APP009826,18,Full-time,113307,1,1,701,0,0,0,0,91.7,Apartment,1,2,300,7,0,1,1,8261,17257,32000,12,Bangalore,5.4,3.1,1
APP009827,18,Self-employed,46231,0,0,613,0,0,0,0,83.8,Apartment,3,2,1399,10,0,1,0,54689,126449,32000,12,Bangalore,8.0,4.6,0
APP009828,27,Self-employed,8580,0,0,828,4,0,0,0,98.6,Apartment,2,1,744,31,0,0,2,16932,43364,20000,12,Chennai,6.5,4.0,0
APP009829,41,Self-employed,19710,0,0,825,17,0,1,1,98.6,Apartment,2,2,1010,2,0,0,1,22620,50807,22000,12,Hyderabad,6.6,3.1,0
APP009830,27,Full-time,14474,1,1,730,4,0,2,1,91.6,Apartment,2,2,867,30,1,0,0,34570,83709,35000,24,Mumbai,3.1,4.4,0
APP009831,22,Full-time,33237,1,1,548,2,1,3,2,78.8,Condo,2,2,351,16,0,0,1,8751,21842,25000,6,Pune,5.6,3.4,1
APP009832,25,Full-time,24771,1,1,627,3,0,3,2,84.3,House,4,2,1470,3,1,0,2,39934,114635,32000,12,Bangalore,7.5,6.2,1
APP009833,29,Self-employed,42636,0,0,674,7,0,5,3,88.1,Townhouse,3,2,840,13,0,0,1,18813,49757,18000,12,Kolkata,3.0,4.2,0
APP009834,30,Part-time,8618,1,1,715,4,0,2,1,90.4,House,3,3,1164,4,0,1,0,43953,120746,35000,11,Mumbai,3.6,5.0,0
APP009835,60,Full-time,8807,0,0,603,24,0,30,20,82.2,Apartment,1,2,322,4,1,0,1,13691,33674,35000,36,Mumbai,6.5,5.5,0
APP009836,47,Full-time,65122,1,1,628,18,0,19,12,85.3,Condo,2,1,859,15,0,1,2,36453,86558,35000,12,Mumbai,7.6,4.8,1
APP009837,47,Unemployed,13628,1,1,800,23,0,5,3,96.7,Townhouse,3,3,1214,1,0,0,1,50839,139500,35000,12,Mumbai,7.6,4.8,0
APP009838,49,Full-time,9089,1,1,617,27,1,32,21,83.3,Condo,3,2,1412,7,0,0,1,25226,66144,22000,11,Hyderabad,4.0,6.4,0
APP009839,23,Part-time,13131,0,0,558,2,0,3,2,79.1,House,2,1,835,6,0,0,0,17618,39391,22000,36,Hyderabad,5.6,3.0,0
